-3598	1
-3596	1
-3528	1
-3523	1
-3513	1
-3511	1
-3507	1
-3454	1
-3439	1
-3420	1
-3419	1
-3401	1
-3381	1
-3377	1
-3356	1
-3346	1
-3341	1
-3339	1
-3334	1
-3303	1
-3287	1
-3255	1
-3224	1
-3220	1
-3214	2
-3202	1
-3175	1
-3151	1
-3117	1
-3038	1
-3024	1
-2997	2
-2933	1
-2920	1
-2913	1
-2905	1
-2904	1
-2894	1
-2884	1
-2881	1
-2873	1
-2869	1
-2849	1
-2841	1
-2828	1
-2785	1
-2772	1
-2756	1
-2724	1
-2704	1
-2703	1
-2701	1
-2689	1
-2619	1
-2592	1
-2585	1
-2582	1
-2579	1
-2570	1
-2557	1
-2549	1
-2518	1
-2515	1
-2506	1
-2486	1
-2471	1
-2467	1
-2465	1
-2453	1
-2448	1
-2434	1
-2421	1
-2406	1
-2375	1
-2354	2
-2353	1
-2336	1
-2317	1
-2281	2
-2256	1
-2244	1
-2232	1
-2230	1
-2225	1
-2220	1
-2219	1
-2216	1
-2212	1
-2208	1
-2207	2
-2204	1
-2195	1
-2193	1
-2175	1
-2170	1
-2167	1
-2166	1
-2160	1
-2149	1
-2143	1
-2141	2
-2135	1
-2134	1
-2126	1
-2123	1
-2121	1
-2118	1
-2111	1
-2109	2
-2108	1
-2105	1
-2104	1
-2103	1
-2094	1
-2093	1
-2092	1
-2088	1
-2087	1
-2079	1
-2078	1
-2073	1
-2072	2
-2071	1
-2070	1
-2066	1
-2058	1
-2051	1
-2050	1
-2049	1
-2041	1
-2037	2
-2029	2
-2027	2
-2022	1
-2018	1
-2008	1
-2007	1
-2006	1
-2000	1
-1993	1
-1989	1
-1978	1
-1974	1
-1966	1
-1960	2
-1957	1
-1946	1
-1945	1
-1938	1
-1932	1
-1926	1
-1920	1
-1919	1
-1916	1
-1915	1
-1913	1
-1912	2
-1911	1
-1910	1
-1906	1
-1901	1
-1900	1
-1890	1
-1885	1
-1883	1
-1881	1
-1880	1
-1875	1
-1864	2
-1857	1
-1854	1
-1852	1
-1840	2
-1839	2
-1832	1
-1829	1
-1824	1
-1820	1
-1819	1
-1817	1
-1809	1
-1808	1
-1805	1
-1797	1
-1790	3
-1788	1
-1785	1
-1784	1
-1777	1
-1776	1
-1775	1
-1772	1
-1771	1
-1767	1
-1762	1
-1757	2
-1753	1
-1743	1
-1742	1
-1739	1
-1733	1
-1722	1
-1716	1
-1715	1
-1712	1
-1707	1
-1702	1
-1693	1
-1692	1
-1688	1
-1685	1
-1681	1
-1660	1
-1658	3
-1644	3
-1637	1
-1633	1
-1630	1
-1624	1
-1608	2
-1597	2
-1593	1
-1592	1
-1591	2
-1588	2
-1576	1
-1570	2
-1562	2
-1560	1
-1558	1
-1553	1
-1530	1
-1528	2
-1524	1
-1509	1
-1497	1
-1494	1
-1489	1
-1477	1
-1473	1
-1460	1
-1458	1
-1450	1
-1433	1
-1418	1
-1417	1
-1403	1
-1402	1
-1384	1
-1371	1
-1357	1
-1355	1
-1345	1
-1326	1
-1323	1
-1319	1
-1291	1
-1282	1
-1281	1
-1280	1
-1278	2
-1266	1
-1258	1
-1257	1
-1250	1
-1249	1
-1248	1
-1240	1
-1232	1
-1231	1
-1219	1
-1201	1
-1192	1
-1188	1
-1175	1
-1174	1
-1170	1
-1167	1
-1166	1
-1164	1
-1157	1
-1149	1
-1146	1
-1130	1
-1121	1
-1120	1
-1114	2
-1112	2
-1110	1
-1103	1
-1098	1
-1097	1
-1094	1
-1093	1
-1092	1
-1082	1
-1078	1
-1074	1
-1053	1
-1051	1
-1047	1
-1045	1
-1043	1
-1042	2
-1040	1
-1039	1
