-1037	2
-1035	1
-1029	1
-1027	1
-1021	1
-1016	1
-1012	1
-1002	1
-1001	2
-1000	1
-999	2
-997	1
-993	2
-990	1
-987	2
-984	1
-983	1
-982	3
-979	2
-978	1
-960	1
-957	1
-955	1
-943	1
-941	1
-939	1
-938	2
-936	2
-934	2
-930	1
-929	1
-921	1
-919	2
-915	1
-910	1
-907	2
-905	1
-901	2
-898	1
-896	1
-893	2
-891	2
-889	1
-886	1
-885	1
-880	1
-879	2
-878	1
-875	1
-870	1
-869	1
-868	1
-865	2
-863	1
-862	1
-860	2
-858	1
-856	1
-855	1
-851	1
-850	3
-848	1
-847	1
-843	1
-836	1
-834	3
-833	1
-831	2
-829	1
-828	1
-827	3
-826	2
-823	1
-815	1
-814	1
-812	1
-810	2
-806	1
-804	5
-803	1
-802	1
-792	4
-790	1
-788	1
-785	1
-783	1
-782	1
-780	2
-776	2
-759	1
-748	1
-743	1
-740	1
-735	1
-733	1
-725	1
-719	2
-715	1
-710	1
-708	1
-706	1
-689	1
-685	1
-680	1
-672	1
-668	1
-662	1
-661	1
-655	1
-654	1
-652	1
-651	1
-643	1
-639	1
-637	1
-633	1
-628	1
-615	1
-610	1
-606	1
-605	1
-604	1
-603	1
-601	2
-600	1
-599	1
-597	1
-596	1
-595	2
-584	1
-579	1
-577	1
-576	2
-575	1
-572	1
-564	1
-563	1
-555	1
-554	1
-553	1
-546	1
-544	1
-541	1
-535	2
-532	1
-524	1
-518	1
-514	1
-510	1
-503	2
-495	1
-489	1
-486	1
-485	1
-480	1
-478	1
-476	1
-475	2
-455	1
-454	1
-441	1
-436	1
-434	1
-427	1
-425	1
-423	1
-422	1
-420	1
-416	1
-413	1
-412	1
-410	1
-408	1
-407	1
-397	1
-387	1
-385	1
-383	2
-382	1
-376	1
-375	1
-370	1
-368	1
-366	1
-363	1
-362	1
-361	1
-360	1
-353	1
-350	2
-348	1
-346	2
-344	1
-343	1
-341	1
-340	1
-336	1
-335	1
-331	2
-327	1
-323	1
-322	1
-317	1
-313	1
-311	1
-306	1
-305	1
-301	1
-297	2
-292	1
-279	2
-277	1
-275	1
-272	1
-271	2
-268	2
-266	2
-260	2
-257	1
-255	1
-251	1
-238	2
-237	1
-236	1
-234	1
-233	1
-231	1
-227	1
-225	2
-224	1
-223	1
-222	1
-218	1
-213	1
-210	1
-208	1
-207	1
-205	1
-204	1
-203	2
-202	1
-200	1
-197	1
-196	2
-190	1
-189	1
-186	1
-185	1
-181	1
-180	1
-179	1
-177	3
-173	2
-169	1
-166	1
-153	1
-151	1
-146	2
-145	2
-144	1
-142	1
-139	1
-137	1
-136	1
-134	1
-133	1
-132	1
-129	1
-126	1
-121	2
-120	1
-119	1
-118	1
-115	1
-102	1
-99	2
-98	2
-92	1
-89	2
-88	1
-85	2
-82	1
-81	1
-80	1
-79	2
-78	3
-76	1
-71	1
-70	2
-69	1
-67	1
-66	2
-65	1
-63	1
-62	1
-61	1
-60	2
-59	1
-57	2
-56	3
-55	2
-54	1
-53	1
-52	2
-51	1
-50	3
-49	2
-48	1
-46	1
-44	2
-41	1
-40	3
-39	2
-38	3
-37	2
-36	3
-35	1
-32	3
-30	2
-29	1
-28	1
-26	1
-21	4
-20	2
-19	2
-18	3
-17	1
-16	2
-15	5
-14	5
-13	5
-12	8
-11	2
-10	5
-9	9
-8	9
-7	6
-6	11
-5	25
-4	34
-3	96
-2	320
-1	5735
1	1532
2	157
3	56
4	27
5	13
6	6
7	4
8	4
9	3
10	9
11	1
12	6
13	5
14	2
16	5
17	2
18	1
21	2
23	2
24	2
25	1
26	1
28	2
29	1
30	2
31	3
32	1
33	1
40	2
41	1
43	1
45	1
46	1
48	1
50	1
53	1
59	1
60	1
62	1
66	1
69	1
70	2
74	1
79	1
80	1
82	1
85	1
86	2
98	2
102	1
109	1
110	1
112	1
119	1
124	1
125	1
128	1
129	1
152	1
162	1
172	1
184	1
189	1
199	1
203	1
207	1
218	1
224	1
233	2
240	1
249	1
254	1
268	1
284	1
293	1
298	1
310	1
316	1
335	1
336	1
346	1
357	1
365	1
366	1
368	1
372	1
373	1
381	1
388	1
419	1
436	1
448	2
449	1
451	1
562	1
571	1
599	1
614	1
625	1
641	1
645	1
647	1
654	1
669	1
670	1
689	1
693	1
700	1
728	1
736	1
741	1
857	1
866	1
880	1
881	1
950	1
955	1
958	1
959	1
969	1
971	1
983	1
1005	2
1035	1
1039	1
1048	1
1077	1
1124	1
1179	1
1197	1
1226	1
1246	2
1262	2
1266	1
1269	1
1344	1
1355	1
1380	1
1481	1
1503	1
1575	1
1613	1
1777	1
1800	2
1803	1
1833	1
1896	1
2033	1
2300	1
2335	1
2599	1
2780	1
3317	1
3549	1
